p	SIGMA	UMIN	H	PREDCR_est	PREDCR_exact	BONUS	AU
7164612737	-0.738242	6	0.599470	1.625207			
7154305793	-0.736165	6	0.600333	1.624870			
3064774913	0.486866	6	1.401397	1.624636			
1949480513	1.139557	5	2.203134	1.624388			
7130898433	-0.731437	6	0.602304	1.624101			
3059243969	0.489472	6	1.403931	1.623978			
7120604609	-0.729353	6	0.603175	1.623762			
7105852801	-0.726361	6	0.604427	1.623276			
1941781697	1.145266	5	2.211869	1.622690			
7087100161	-0.722548	6	0.606026	1.622655			
7084700929	-0.722060	6	0.606231	1.622575			
7077290497	-0.720550	6	0.606866	1.622329			
7073270273	-0.719730	6	0.607211	1.622196			
7065552833	-0.718155	6	0.607874	1.621939			
7061456641	-0.717319	6	0.608227	1.621803			
7051785409	-0.715341	6	0.609061	1.621480			
7039041409	-0.712732	6	0.610164	1.621055			
1932869249	1.151903	5	2.222068	1.620719			
7018766593	-0.708570	6	0.611926	1.620376			
7018054657	-0.708424	6	0.611988	1.620352			
7012636993	-0.707310	6	0.612461	1.620170			
7011069697	-0.706987	6	0.612598	1.620117			
7006874753	-0.706124	6	0.612965	1.619976			
7001739137	-0.705066	6	0.613414	1.619804			
6997353793	-0.704162	6	0.613799	1.619656			
6988625153	-0.702362	6	0.614565	1.619362			
6961554881	-0.696762	6	0.616955	1.618446			
6959530817	-0.696343	6	0.617135	1.618378			
6954185473	-0.695234	6	0.617609	1.618196			
6947817281	-0.693913	6	0.618175	1.617980			
6940940609	-0.692484	6	0.618788	1.617746			
6928772801	-0.689953	6	0.619874	1.617332			
6924393793	-0.689041	6	0.620266	1.617183			
6920339329	-0.688196	6	0.620630	1.617044			
6896566081	-0.683231	6	0.622769	1.616231			
6894094721	-0.682714	6	0.622992	1.616146			
2989649153	0.522671	6	1.436612	1.615609			
6858706433	-0.675289	6	0.626207	1.614928			
6850279873	-0.673516	6	0.626977	1.614637			
6846965057	-0.672818	6	0.627280	1.614522			
6834233281	-0.670132	6	0.628449	1.614081			
6812627009	-0.665564	6	0.630442	1.613331			
6810171073	-0.665044	6	0.630670	1.613245			
6809321921	-0.664864	6	0.630748	1.613215			
6808287553	-0.664645	6	0.630844	1.613179			
6806736257	-0.664316	6	0.630988	1.613125			
6792668033	-0.661331	6	0.632295	1.612635			
6784499329	-0.659595	6	0.633056	1.612349			
6781610753	-0.658981	6	0.633326	1.612248			
6767848961	-0.656050	7	0.634613	1.611765			
6746736449	-0.651543	6	0.636599	1.611023			
6726367553	-0.647180	6	0.638527	1.610304			
6721027457	-0.646035	6	0.639034	1.610115			
6718497217	-0.645491	6	0.639275	1.610026			
6711548161	-0.643998	6	0.639937	1.609780			
6710260673	-0.643722	6	0.640060	1.609734			
6705399361	-0.642676	6	0.640524	1.609561			
6690722369	-0.639515	6	0.641929	1.609040			
6684741697	-0.638225	6	0.642503	1.608827			
6684524929	-0.638178	6	0.642524	1.608819			
6681363713	-0.637495	7	0.642828	1.608706			
6631257793	-0.626635	6	0.647685	1.606912			
6625086529	-0.625292	6	0.648288	1.606690			
6624572609	-0.625180	6	0.648339	1.606671			
6623279297	-0.624899	6	0.648465	1.606625			
6622456129	-0.624719	6	0.648546	1.606595			
6620874049	-0.624375	6	0.648701	1.606538			
6610770113	-0.622171	6	0.649692	1.606174			
6608085889	-0.621585	6	0.649956	1.606077			
6607004161	-0.621349	6	0.650063	1.606038			
1866576577	1.202252	5	2.300986	1.605880			
6587366081	-0.617055	6	0.652001	1.605327			
6585138881	-0.616567	6	0.652221	1.605246			
6584343169	-0.616392	6	0.652300	1.605217			
6577482497	-0.614888	6	0.652980	1.604968			
6573448577	-0.614003	6	0.653381	1.604821			
6562635073	-0.611628	6	0.654458	1.604428			
6552886849	-0.609483	6	0.655431	1.604072			
6540904961	-0.606843	6	0.656632	1.603634			
6538806401	-0.606380	6	0.656843	1.603558			
6533667649	-0.605246	6	0.657359	1.603369			
6532485121	-0.604985	6	0.657478	1.603326			
6523155137	-0.602923	6	0.658419	1.602984			
6520212289	-0.602272	6	0.658716	1.602876			
6516930817	-0.601546	6	0.659048	1.602755			
6508603393	-0.599701	6	0.659891	1.602449			
6505311809	-0.598971	6	0.660225	1.602328			
6503980289	-0.598676	6	0.660360	1.602279			
6498208961	-0.597395	6	0.660946	1.602066			
6497734081	-0.597290	6	0.660995	1.602049			
6486328769	-0.594755	6	0.662157	1.601628			
6477859777	-0.592870	6	0.663023	1.601315			
6475364353	-0.592314	6	0.663278	1.601222			
6472218689	-0.591613	6	0.663600	1.601106			
2869882241	0.581656	6	1.496566	1.600825			
6461799361	-0.589289	6	0.664670	1.600719			
6438165121	-0.584002	6	0.667110	1.599840			
6437666177	-0.583891	7	0.667162	1.599822			
6435870977	-0.583488	6	0.667348	1.599755			
6419453441	-0.579803	6	0.669055	1.599141			
6412756673	-0.578298	6	0.669754	1.598891			
6408146113	-0.577260	6	0.670236	1.598718			
6405851713	-0.576743	6	0.670476	1.598632			
6368406721	-0.568285	6	0.674418	1.597222			
6368364161	-0.568276	6	0.674422	1.597221			
6359910209	-0.566359	6	0.675319	1.596901			
6358788673	-0.566105	7	0.675438	1.596859			
6342845633	-0.562483	6	0.677136	1.596255			
6340043137	-0.561846	7	0.677435	1.596148			
6324327169	-0.558265	6	0.679118	1.595551			
6311256449	-0.555280	6	0.680525	1.595052			
6310096321	-0.555015	6	0.680650	1.595008			
1818401089	1.239977	5	2.361947	1.594893			
6301871617	-0.553133	6	0.681538	1.594694			
6297988481	-0.552244	6	0.681959	1.594545			
6295119937	-0.551587	6	0.682269	1.594435			
6276403841	-0.547291	6	0.684304	1.593717			
6261345473	-0.543826	6	0.685950	1.593138			
6252443137	-0.541773	6	0.686926	1.592794			
6237730561	-0.538374	6	0.688546	1.592225			
6231267137	-0.536878	6	0.689261	1.591975			
1803923969	1.251509	5	2.380903	1.591558			
6217817153	-0.533761	6	0.690752	1.591453			
2793541697	0.620552	6	1.537463	1.591142			
6203385217	-0.530409	6	0.692359	1.590891			
6196302337	-0.528760	6	0.693150	1.590615			
6194445121	-0.528328	6	0.693358	1.590543			
6190036033	-0.527301	6	0.693852	1.590370			
6183951617	-0.525882	6	0.694534	1.590133			
6183620609	-0.525805	6	0.694572	1.590120			
6143129281	-0.516327	6	0.699150	1.588530			
1790058433	1.262640	6	2.399345	1.588349			
6132930049	-0.513929	6	0.700312	1.588127			
1788854657	1.263611	5	2.400959	1.588069			
6124727681	-0.511999	6	0.701250	1.587803			
6117149569	-0.510212	7	0.702119	1.587503			
6112035649	-0.509006	6	0.702707	1.587300			
6106924289	-0.507799	6	0.703295	1.587097			
6104667841	-0.507266	6	0.703555	1.587008			
6099573761	-0.506061	6	0.704142	1.586805			
6099258817	-0.505987	6	0.704179	1.586793			
2759035393	0.638483	6	1.556692	1.586696			
6088775617	-0.503505	6	0.705391	1.586376			
6082322689	-0.501975	6	0.706139	1.586119			
6059521537	-0.496557	6	0.708796	1.585207			
6056845057	-0.495919	6	0.709110	1.585100			
6043235777	-0.492674	6	0.710707	1.584554			
6040182913	-0.491945	6	0.711066	1.584431			
6040181761	-0.491945	6	0.711066	1.584431			
6036780161	-0.491132	6	0.711467	1.584294			
6027945281	-0.489019	6	0.712509	1.583938			
6001431041	-0.482659	6	0.715657	1.582867			
5999647169	-0.482231	6	0.715870	1.582795			
5998146113	-0.481870	6	0.716049	1.582734			
5997542849	-0.481724	6	0.716121	1.582709			
5995699201	-0.481281	6	0.716341	1.582635			
2725447297	0.656154	6	1.575876	1.582326			
5953336769	-0.471051	6	0.721439	1.580909			
5947826881	-0.469716	6	0.722107	1.580684			
5927046017	-0.464666	6	0.724639	1.579832			
2705423233	0.666793	6	1.587540	1.579701			
5908457153	-0.460134	6	0.726919	1.579066			
1750277953	1.295063	5	2.453877	1.579059			
5905905601	-0.459511	6	0.727233	1.578961			
5904565889	-0.459184	6	0.727398	1.578906			
5903400193	-0.458899	6	0.727541	1.578857			
1747047233	1.297729	5	2.458415	1.578300			
5887718209	-0.455061	6	0.729479	1.578209			
5884947521	-0.454382	6	0.729823	1.578094			
5884436993	-0.454257	6	0.729886	1.578073			
5881376257	-0.453507	7	0.730266	1.577946			
5878117697	-0.452707	6	0.730671	1.577811			
5876180993	-0.452232	6	0.730911	1.577730			
5866757441	-0.449916	6	0.732085	1.577339			
5866300801	-0.449804	6	0.732142	1.577320			
5865854849	-0.449694	7	0.732198	1.577301			
5861453249	-0.448611	6	0.732748	1.577118			
5856880193	-0.447485	6	0.733320	1.576928			
5855850817	-0.447232	6	0.733449	1.576885			
5839596289	-0.443221	6	0.735490	1.576206			
1737819521	1.305369	6	2.471469	1.576125			
5820847297	-0.438582	6	0.737859	1.575421			
5815931969	-0.437363	6	0.738483	1.575214			
5815078657	-0.437152	6	0.738591	1.575178			
5807059649	-0.435161	6	0.739611	1.574841			
5806918657	-0.435126	6	0.739629	1.574835			
2663906369	0.689104	6	1.612282	1.574211			
5791773761	-0.431358	6	0.741563	1.574197			
5790660929	-0.431081	6	0.741706	1.574150			
5789097857	-0.430691	7	0.741906	1.574084			
5788052737	-0.430431	6	0.742040	1.574040			
5783905409	-0.429397	6	0.742572	1.573864			
5772162113	-0.426465	7	0.744083	1.573367			
5759857921	-0.423386	6	0.745672	1.572845			
5756200321	-0.422470	6	0.746146	1.572690			
5742440513	-0.419017	6	0.747934	1.572104			
5737553537	-0.417789	6	0.748571	1.571896			
5733374401	-0.416737	6	0.749117	1.571717			
5711808577	-0.411300	7	0.751945	1.570794			
5702755777	-0.409012	6	0.753139	1.570405			
5702471681	-0.408940	6	0.753176	1.570393			
5695401857	-0.407150	6	0.754111	1.570089			
5691452801	-0.406150	6	0.754635	1.569919			
2627755073	0.708816	6	1.634463	1.569376			
5670997249	-0.400955	6	0.757357	1.569036			
1707053057	1.331139	6	2.516013	1.568826			
5665386817	-0.399527	6	0.758107	1.568794			
5662090241	-0.398688	6	0.758548	1.568651			
5655898561	-0.397109	6	0.759378	1.568383			
5651849729	-0.396076	6	0.759922	1.568207			
5646158017	-0.394622	6	0.760688	1.567960			
5645258753	-0.394393	6	0.760810	1.567921			
5642096641	-0.393584	6	0.761236	1.567783			
5633132993	-0.391290	6	0.762447	1.567393			
2606466689	0.720552	6	1.647812	1.566505			
5606241601	-0.384387	6	0.766105	1.566218			
5587554881	-0.379570	6	0.768667	1.565398			
1692015361	1.343904	6	2.538374	1.565231			
5579880193	-0.377587	6	0.769724	1.565060			
5576360129	-0.376677	6	0.770210	1.564905			
5575307713	-0.376404	7	0.770355	1.564858			
5573555777	-0.375951	6	0.770597	1.564781			
5571905281	-0.375524	7	0.770826	1.564708			
5561836097	-0.372914	6	0.772221	1.564264			
5551006529	-0.370102	6	0.773728	1.563784			
5548688449	-0.369500	6	0.774051	1.563682			
5545875649	-0.368768	6	0.774443	1.563557			
2581790593	0.734275	6	1.663561	1.563156			
5524308929	-0.363147	6	0.777467	1.562598			
5519638849	-0.361927	6	0.778125	1.562390			
1679313473	1.354776	5	2.557573	1.562181			
5507554817	-0.358765	6	0.779832	1.561851			
5502742849	-0.357504	6	0.780514	1.561636			
5489043073	-0.353908	6	0.782462	1.561022			
5484918977	-0.352823	6	0.783050	1.560837			
5482579841	-0.352208	7	0.783384	1.560732			
2563455233	0.744557	6	1.675460	1.560651			
5472770497	-0.349624	6	0.784788	1.560290			
5470923649	-0.349137	6	0.785053	1.560207			
5469294401	-0.348708	6	0.785287	1.560134			
5467985921	-0.348362	6	0.785475	1.560075			
5460275329	-0.346327	6	0.786584	1.559727			
2555319233	0.749144	6	1.680795	1.559536			
5451857921	-0.344101	6	0.787799	1.559347			
5423227841	-0.336505	6	0.791958	1.558049			
1660967617	1.370623	5	2.585822	1.557752			
5404700801	-0.331568	6	0.794673	1.557205			
5404674497	-0.331561	6	0.794676	1.557204			
5404600001	-0.331541	6	0.794687	1.557200			
5401862017	-0.330810	6	0.795090	1.557075			
5380464961	-0.325084	6	0.798252	1.556096			
5376998593	-0.324154	6	0.798767	1.555936			
5368274369	-0.321811	6	0.800065	1.555536			
5363387201	-0.320497	6	0.800794	1.555311			
5360844161	-0.319813	6	0.801174	1.555194			
5356177793	-0.318557	6	0.801872	1.554978			
5356159297	-0.318552	6	0.801874	1.554978			
5350065089	-0.316909	6	0.802788	1.554696			
2520123649	0.769153	6	1.704268	1.554679			
5348807489	-0.316570	6	0.802977	1.554638			
5341348801	-0.314557	6	0.804098	1.554294			
5340496001	-0.314327	6	0.804226	1.554254			
5337557249	-0.313532	6	0.804669	1.554118			
5337054977	-0.313397	6	0.804745	1.554095			
5327109121	-0.310706	7	0.806247	1.553634			
5312378689	-0.306711	6	0.808483	1.552950			
2503631041	0.778625	6	1.715495	1.552385			
5291149249	-0.300934	6	0.811727	1.551960			
5280999169	-0.298164	6	0.813287	1.551485			
5275894849	-0.296769	6	0.814074	1.551246			
5268457153	-0.294733	6	0.815223	1.550897			
5267389697	-0.294441	7	0.815388	1.550846			
5262005953	-0.292966	6	0.816222	1.550593			
5259084289	-0.292164	6	0.816676	1.550456			
5252197121	-0.290274	6	0.817747	1.550132			
5250787393	-0.289887	6	0.817966	1.550065			
5249159873	-0.289439	7	0.818220	1.549988			
5240915137	-0.287172	6	0.819507	1.549599			
5224133953	-0.282545	6	0.822140	1.548805			
5223951617	-0.282494	7	0.822168	1.548797			
5218425473	-0.280967	6	0.823039	1.548535			
5216931649	-0.280554	6	0.823275	1.548464			
1622511361	1.404419	5	2.647111	1.548379			
5207013313	-0.277809	6	0.824843	1.547992			
5196749377	-0.274962	6	0.826472	1.547504			
5191412801	-0.273480	6	0.827321	1.547249			
5187991169	-0.272529	6	0.827867	1.547086			
5187211009	-0.272312	6	0.827992	1.547048			
5183838593	-0.271374	6	0.828530	1.546887			
5183246401	-0.271209	6	0.828625	1.546859			
5181748289	-0.270792	6	0.828865	1.546787			
5180291521	-0.270386	6	0.829098	1.546718			
5179487617	-0.270162	6	0.829226	1.546679			
5176845761	-0.269426	7	0.829649	1.546553			
2459650433	0.804194	6	1.746170	1.546215			
5166826241	-0.266631	6	0.831258	1.546073			
5160095873	-0.264751	6	0.832343	1.545749			
5151026561	-0.262213	6	0.833808	1.545313			
2452476289	0.808408	6	1.751278	1.545201			
5142085441	-0.259706	6	0.835258	1.544883			
5141605057	-0.259572	6	0.835336	1.544859			
5136666113	-0.258185	6	0.836139	1.544621			
5129723009	-0.256234	6	0.837271	1.544286			
5125403137	-0.255018	6	0.837976	1.544077			
5119799233	-0.253440	6	0.838894	1.543805			
5116910401	-0.252626	6	0.839367	1.543665			
5107111553	-0.249860	6	0.840978	1.543190			
1601343937	1.423364	5	2.682102	1.543168			
5103029377	-0.248707	6	0.841651	1.542991			
5099654401	-0.247752	6	0.842208	1.542827			
5092239617	-0.245653	6	0.843434	1.542466			
5092034113	-0.245595	6	0.843468	1.542456			
5065902529	-0.238172	6	0.847819	1.541179			
5061399361	-0.236889	6	0.848573	1.540958			
5058513409	-0.236066	6	0.849057	1.540816			
5058472897	-0.236055	6	0.849064	1.540814			
5058339457	-0.236017	6	0.849086	1.540808			
5057932289	-0.235901	6	0.849155	1.540788			
5053169857	-0.234542	7	0.849955	1.540554			
2418998273	0.828237	6	1.775515	1.540440			
5037386369	-0.230028	7	0.852618	1.539777			
5031392833	-0.228311	6	0.853634	1.539481			
5027429633	-0.227174	6	0.854307	1.539285			
5021031937	-0.225337	6	0.855395	1.538969			
1582598657	1.440352	5	2.713870	1.538522			
5011915201	-0.222715	6	0.856951	1.538517			
5008217857	-0.221650	6	0.857584	1.538334			
5004761921	-0.220654	6	0.858176	1.538162			
1580684929	1.442097	5	2.717156	1.538046			
5002131073	-0.219896	6	0.858627	1.538031			
4993797121	-0.217490	6	0.860060	1.537617			
4981015297	-0.213793	6	0.862267	1.536980			
4974329537	-0.211855	6	0.863426	1.536646			
4966814273	-0.209674	6	0.864733	1.536270			
4963434689	-0.208692	6	0.865322	1.536101			
4955176769	-0.206289	6	0.866764	1.535686			
4953303361	-0.205744	6	0.867092	1.535592			
4945415873	-0.203445	6	0.868474	1.535196			
4941077377	-0.202179	6	0.869237	1.534978			
4936299457	-0.200783	6	0.870078	1.534737			
4935282689	-0.200486	6	0.870258	1.534686			
4933709377	-0.200026	7	0.870535	1.534606			
4915356737	-0.194649	6	0.873785	1.533679			
4912316161	-0.193756	6	0.874326	1.533525			
4911910529	-0.193637	6	0.874399	1.533504			
4909181441	-0.192835	6	0.874885	1.533366			
4906384577	-0.192013	6	0.875383	1.533224			
4905280129	-0.191688	6	0.875580	1.533168			
4905035521	-0.191616	6	0.875624	1.533156			
4895657089	-0.188855	6	0.877301	1.532679			
4892741569	-0.187996	6	0.877824	1.532531			
4880914561	-0.184504	6	0.879951	1.531929			
4879049537	-0.183953	6	0.880288	1.531834			
4875078209	-0.182778	7	0.881005	1.531631			
4873974337	-0.182452	6	0.881204	1.531574			
4872878401	-0.182127	6	0.881403	1.531518			
4867736833	-0.180604	6	0.882334	1.531255			
4862104129	-0.178934	6	0.883356	1.530967			
2351524993	0.869050	6	1.826460	1.530699			
4854358529	-0.176634	6	0.884765	1.530570			
4848145217	-0.174786	6	0.885899	1.530251			
4842299201	-0.173045	6	0.886969	1.529951			
4840053761	-0.172376	6	0.887380	1.529835			
2343625153	0.873905	6	1.832617	1.529546			
4833428609	-0.170400	6	0.888596	1.529494			
4829365313	-0.169186	6	0.889344	1.529284			
1544970433	1.475068	5	2.779967	1.529105			
4824305537	-0.167674	6	0.890277	1.529023			
4822897537	-0.167253	6	0.890537	1.528950			
4811176897	-0.163743	6	0.892706	1.528344			
4800686977	-0.160594	6	0.894657	1.527800			
4791014593	-0.157684	6	0.896463	1.527297			
4787555713	-0.156642	6	0.897111	1.527117			
4776500033	-0.153307	6	0.899187	1.526541			
4775792321	-0.153093	6	0.899320	1.526504			
4768314497	-0.150832	6	0.900731	1.526113			
4760615617	-0.148501	6	0.902187	1.525711			
4760383489	-0.148431	6	0.902231	1.525698			
4739533889	-0.142098	6	0.906200	1.524604			
4736157761	-0.141070	6	0.906846	1.524426			
2307459073	0.896342	6	1.861341	1.524230			
4718521793	-0.135688	6	0.910236	1.523496			
4716322433	-0.135015	7	0.910660	1.523379			
4714397057	-0.134426	6	0.911032	1.523277			
4710821569	-0.133332	6	0.911724	1.523088			
4703674753	-0.131141	6	0.913109	1.522709			
4702515137	-0.130785	6	0.913334	1.522648			
4701805057	-0.130568	6	0.913472	1.522610			
2295788609	0.903657	6	1.870803	1.522502			
4691650433	-0.127448	7	0.915449	1.522071			
4684745537	-0.125324	6	0.916798	1.521703			
4683523777	-0.124947	6	0.917038	1.521638			
4681682881	-0.124380	6	0.917398	1.521540			
4674768257	-0.122248	6	0.918755	1.521171			
4653914561	-0.115798	6	0.922872	1.520055			
4649726273	-0.114499	6	0.923703	1.519831			
4639152641	-0.111214	6	0.925809	1.519262			
4634914049	-0.109895	6	0.926655	1.519034			
4627002817	-0.107431	6	0.928240	1.518608			
4626454529	-0.107260	6	0.928350	1.518578			
4621954817	-0.105856	6	0.929253	1.518335			
4620018497	-0.105251	6	0.929643	1.518231			
4610149121	-0.102166	7	0.931633	1.517697			
1499487617	1.518178	5	2.864290	1.517560			
4605751873	-0.100790	6	0.932523	1.517458			
4604560001	-0.100416	6	0.932764	1.517394			
4603299713	-0.100021	6	0.933019	1.517325			
4596856193	-0.098000	6	0.934327	1.516976			
4588168001	-0.095271	6	0.936096	1.516503			
4588136257	-0.095261	6	0.936103	1.516501			
4587145153	-0.094949	6	0.936305	1.516448			
4581029633	-0.093025	6	0.937555	1.516114			
4571972417	-0.090170	6	0.939412	1.515620			
4563460801	-0.087481	6	0.941164	1.515155			
4562656577	-0.087227	6	0.941330	1.515111			
4558048193	-0.085769	6	0.942282	1.514858			
4556728577	-0.085351	6	0.942555	1.514786			
4556317697	-0.085221	6	0.942640	1.514763			
4549495169	-0.083059	6	0.944054	1.514389			
4542058177	-0.080699	6	0.945599	1.513980			
4537656449	-0.079300	6	0.946517	1.513738			
2236397057	0.941471	6	1.920485	1.513613			
4535038913	-0.078468	6	0.947063	1.513594			
4534386049	-0.078260	6	0.947199	1.513558			
4525167617	-0.075324	6	0.949129	1.513050			
4517210881	-0.072785	6	0.950801	1.512610			
4515418241	-0.072212	6	0.951178	1.512511			
4514862017	-0.072035	6	0.951295	1.512480			
1479358081	1.537676	5	2.903264	1.512392			
4510294337	-0.070574	6	0.952259	1.512227			
4501392641	-0.067724	6	0.954142	1.511734			
4501078529	-0.067624	6	0.954208	1.511716			
4497203521	-0.066381	6	0.955031	1.511501			
2222323393	0.950578	6	1.932647	1.511483			
4493973569	-0.065344	6	0.955717	1.511321			
4493842049	-0.065302	6	0.955745	1.511314			
4488694657	-0.063649	6	0.956841	1.511028			
4488167809	-0.063479	6	0.956953	1.510998			
4482165697	-0.061549	6	0.958235	1.510664			
4471857473	-0.058227	6	0.960444	1.510089			
4469620481	-0.057505	6	0.960924	1.509964			
4465144193	-0.056060	6	0.961888	1.509713			
4459264897	-0.054159	6	0.963156	1.509384			
4457430721	-0.053565	6	0.963552	1.509281			
4457387969	-0.053551	6	0.963561	1.509279			
4453053889	-0.052148	6	0.964499	1.509036			
